CD_MUN,time,AREA_KM2,NM_MUN,SIGLA,t2m,t2m_min,t2m_max
1302603,1/26/02,11401.092,Manaus,AM,25.68606,22.5985,31.06597
1302603,1/27/02,11401.092,Manaus,AM,26.48593,23.39285,31.62127
1302603,1/28/02,11401.092,Manaus,AM,25.70345,22.3881,31.03982
1302603,1/29/02,11401.092,Manaus,AM,26.1693,22.54498,31.44323
1302603,1/30/02,11401.092,Manaus,AM,25.968,22.35198,31.01992
1302603,1/31/02,11401.092,Manaus,AM,26.47878,22.3993,31.12698
1302603,2/1/02,11401.092,Manaus,AM,26.0542,22.31216,30.73977
1302603,2/2/02,11401.092,Manaus,AM,26.18984,21.70083,31.65984
1302603,2/3/02,11401.092,Manaus,AM,25.98025,22.7417,30.49325
1302603,2/4/02,11401.092,Manaus,AM,25.3259,22.43664,30.06124
1302603,2/5/02,11401.092,Manaus,AM,27.14706,22.6458,32.4243
1302603,2/6/02,11401.092,Manaus,AM,26.7469,23.84478,31.57394
1302603,2/7/02,11401.092,Manaus,AM,24.70968,22.38934,27.80523
1302603,2/8/02,11401.092,Manaus,AM,25.2561,22.26858,30.13842
1302603,2/9/02,11401.092,Manaus,AM,26.386,22.66076,31.65115
1302603,2/10/02,11401.092,Manaus,AM,26.34084,22.50387,31.81176
1302603,2/11/02,11401.092,Manaus,AM,26.42086,22.55367,32.58865
1302603,2/12/02,11401.092,Manaus,AM,26.5358,22.73046,31.5503
1302603,2/13/02,11401.092,Manaus,AM,25.84738,23.3119,29.57815
1302603,2/14/02,11401.092,Manaus,AM,25.77957,22.69436,30.9477
1302603,2/15/02,11401.092,Manaus,AM,26.36044,22.96453,31.60882
1302603,2/16/02,11401.092,Manaus,AM,25.5123,22.7977,29.68273
1302603,2/17/02,11401.092,Manaus,AM,24.93044,22.52133,29.33413
1302603,2/18/02,11401.092,Manaus,AM,25.41836,22.59976,30.5082
1302603,2/19/02,11401.092,Manaus,AM,25.5277,22.63958,31.39343
1302603,2/20/02,11401.092,Manaus,AM,25.92086,22.87118,30.49203
1302603,2/21/02,11401.092,Manaus,AM,25.8397,23.2708,30.53683
1302603,2/22/02,11401.092,Manaus,AM,25.62127,22.8475,30.24426
1302603,2/23/02,11401.092,Manaus,AM,25.7449,21.80792,30.91906
1302603,2/24/02,11401.092,Manaus,AM,26.70883,23.15005,31.5391
1302603,2/25/02,11401.092,Manaus,AM,26.31664,22.66573,30.7012
1302603,2/26/02,11401.092,Manaus,AM,26.25146,22.80392,31.85284
1302603,2/27/02,11401.092,Manaus,AM,26.53665,23.3891,31.83914
1302603,2/28/02,11401.092,Manaus,AM,26.90502,23.43392,31.90264
1302603,3/1/02,11401.092,Manaus,AM,26.4336,23.39782,30.84188
1302603,3/2/02,11401.092,Manaus,AM,25.42687,22.4304,29.74127
1302603,3/3/02,11401.092,Manaus,AM,25.27535,22.59103,29.51217
1302603,3/4/02,11401.092,Manaus,AM,25.1103,22.02578,29.10754
1302603,3/5/02,11401.092,Manaus,AM,25.75457,22.61718,30.47085
1302603,3/6/02,11401.092,Manaus,AM,25.13427,22.47897,29.15484
1302603,3/7/02,11401.092,Manaus,AM,25.4919,21.849,29.8421
1302603,3/8/02,11401.092,Manaus,AM,26.30917,22.92095,31.5926
1302603,3/9/02,11401.092,Manaus,AM,25.85214,22.92968,31.0859
1302603,3/10/02,11401.092,Manaus,AM,25.39315,22.6956,29.7039
1302603,3/11/02,11401.092,Manaus,AM,26.12023,22.9247,30.61526
1302603,3/12/02,11401.092,Manaus,AM,26.44845,23.41274,32.758
1302603,3/13/02,11401.092,Manaus,AM,26.54327,22.76782,32.07446
1302603,3/14/02,11401.092,Manaus,AM,26.0104,22.64208,30.5916
1302603,3/15/02,11401.092,Manaus,AM,25.10534,22.46902,29.86453
1302603,3/16/02,11401.092,Manaus,AM,25.90853,21.81536,31.27264
1302603,3/17/02,11401.092,Manaus,AM,26.24587,22.39184,31.22408
1302603,3/18/02,11401.092,Manaus,AM,26.96087,22.70434,32.3471
1302603,3/19/02,11401.092,Manaus,AM,25.79098,22.4242,29.14736
1302603,3/20/02,11401.092,Manaus,AM,26.96075,22.66573,32.5513
1302603,3/21/02,11401.092,Manaus,AM,24.682,22.97076,28.45638
1302603,3/22/02,11401.092,Manaus,AM,25.23904,22.35696,29.6267
1302603,3/23/02,11401.092,Manaus,AM,25.278,22.32583,30.16583
1302603,3/24/02,11401.092,Manaus,AM,26.41,22.68316,31.91635
1302603,3/25/02,11401.092,Manaus,AM,26.49542,23.06912,31.44695
1302603,3/26/02,11401.092,Manaus,AM,27.07284,23.28948,31.94
1302603,3/27/02,11401.092,Manaus,AM,27.23153,22.9857,32.07943
1302603,3/28/02,11401.092,Manaus,AM,26.1975,23.26708,30.497
1302603,3/29/02,11401.092,Manaus,AM,26.48705,23.3231,32.44546
1302603,3/30/02,11401.092,Manaus,AM,26.3847,23.25714,31.57394
1302603,3/31/02,11401.092,Manaus,AM,26.25033,22.63088,32.02715
1302603,4/1/02,11401.092,Manaus,AM,26.28295,22.69686,31.9151
1302603,4/2/02,11401.092,Manaus,AM,26.07504,23.18615,30.09484
1302603,4/3/02,11401.092,Manaus,AM,25.94943,22.9907,29.37023
1302603,4/4/02,11401.092,Manaus,AM,24.91796,22.83007,27.22506
1302603,4/5/02,11401.092,Manaus,AM,24.483,22.53253,26.9586
1302603,4/6/02,11401.092,Manaus,AM,25.29986,22.6956,29.74874
1302603,4/7/02,11401.092,Manaus,AM,26.40072,22.7666,31.6748
1302603,4/8/02,11401.092,Manaus,AM,27.50164,23.17245,33.04684
1302603,4/9/02,11401.092,Manaus,AM,25.28967,22.9608,28.7602
1302603,4/10/02,11401.092,Manaus,AM,25.3253,22.44784,29.6927
1302603,4/11/02,11401.092,Manaus,AM,26.50668,22.42916,32.29855
1302603,4/12/02,11401.092,Manaus,AM,27.4757,23.104,32.61105
1302603,4/13/02,11401.092,Manaus,AM,26.7157,23.4414,31.98107
1302603,4/14/02,11401.092,Manaus,AM,24.38766,22.14034,26.99597
1302603,4/15/02,11401.092,Manaus,AM,25.71258,21.67346,30.4086
1302603,4/16/02,11401.092,Manaus,AM,27.04504,23.1127,33.0132
1302603,4/17/02,11401.092,Manaus,AM,27.2861,22.57733,33.58468
1302603,4/18/02,11401.092,Manaus,AM,26.791,23.14135,32.22262
1302603,4/19/02,11401.092,Manaus,AM,26.45187,23.49618,31.23156
1302603,4/20/02,11401.092,Manaus,AM,26.49368,23.05792,30.4833
1302603,4/21/02,11401.092,Manaus,AM,25.76287,22.59103,30.57293
1302603,4/22/02,11401.092,Manaus,AM,26.0344,22.6956,31.8466
1302603,4/23/02,11401.092,Manaus,AM,24.98458,23.37417,27.0271
1302603,4/24/02,11401.092,Manaus,AM,25.38888,22.79397,31.01245
1302603,4/25/02,11401.092,Manaus,AM,25.36968,22.20757,28.9793
1302603,4/26/02,11401.092,Manaus,AM,25.59918,22.29223,30.25918
1302603,4/27/02,11401.092,Manaus,AM,25.99758,22.25363,31.52914
1302603,4/28/02,11401.092,Manaus,AM,26.15502,22.3333,30.98257
1302603,4/29/02,11401.092,Manaus,AM,25.9505,22.59976,31.38595
1302603,4/30/02,11401.092,Manaus,AM,26.3905,22.84377,31.38345
1302603,5/1/02,11401.092,Manaus,AM,26.14285,22.56863,30.4472
1302603,5/2/02,11401.092,Manaus,AM,26.50912,22.42047,31.7968
1302603,5/3/02,11401.092,Manaus,AM,25.52725,22.83755,29.50967
1302603,5/4/02,11401.092,Manaus,AM,25.69973,22.6458,30.67504
1302603,5/5/02,11401.092,Manaus,AM,25.84973,22.71182,31.55154
1302603,5/6/02,11401.092,Manaus,AM,26.18893,22.53997,32.13546
1302603,5/7/02,11401.092,Manaus,AM,26.82534,23.08035,32.1591
1302603,5/8/02,11401.092,Manaus,AM,25.42816,22.44662,28.11276
1302603,5/9/02,11401.092,Manaus,AM,25.92355,21.9075,31.04357
1302603,5/10/02,11401.092,Manaus,AM,26.40032,22.6558,31.60757
1302603,5/11/02,11401.092,Manaus,AM,26.33148,22.69937,30.12847
1302603,5/12/02,11401.092,Manaus,AM,26.0791,22.9247,29.3055
1302603,5/13/02,11401.092,Manaus,AM,25.96737,22.5462,30.41732
1302603,5/14/02,11401.092,Manaus,AM,26.60955,23.00314,31.7358
1302603,5/15/02,11401.092,Manaus,AM,27.1797,22.7429,32.74053
1302603,5/16/02,11401.092,Manaus,AM,27.00662,23.58334,31.2876
1302603,5/17/02,11401.092,Manaus,AM,26.12008,23.5709,29.75372
1302603,5/18/02,11401.092,Manaus,AM,25.34207,23.06042,28.94943
1302603,5/19/02,11401.092,Manaus,AM,25.64016,22.58355,29.94296
1302603,5/20/02,11401.092,Manaus,AM,25.23156,22.5624,29.05276
1302603,5/21/02,11401.092,Manaus,AM,26.5582,22.85,32.26992
1302603,5/22/02,11401.092,Manaus,AM,25.88018,23.11767,30.02886
1302603,5/23/02,11401.092,Manaus,AM,25.8959,22.46652,30.56423
1302603,5/24/02,11401.092,Manaus,AM,25.59786,22.41796,29.1486
1302603,5/25/02,11401.092,Manaus,AM,24.57278,22.2835,27.36697
1302603,5/26/02,11401.092,Manaus,AM,25.52725,22.4055,29.68148
1302603,5/27/02,11401.092,Manaus,AM,26.32522,21.94238,31.625
1302603,5/28/02,11401.092,Manaus,AM,25.79293,22.53875,30.78585
1302603,5/29/02,11401.092,Manaus,AM,26.05972,22.84252,30.9614
1302603,5/30/02,11401.092,Manaus,AM,25.8319,22.64956,30.68127
1302603,5/31/02,11401.092,Manaus,AM,25.42126,22.48022,30.0214
1302603,6/1/02,11401.092,Manaus,AM,25.7855,22.18267,30.09237
1302603,6/2/02,11401.092,Manaus,AM,25.13833,22.20507,29.3665
1302603,6/3/02,11401.092,Manaus,AM,25.98394,22.2001,32.19647
1302603,6/4/02,11401.092,Manaus,AM,26.14553,22.59228,30.51193
1302603,6/5/02,11401.092,Manaus,AM,25.96298,21.77056,31.06848
1302603,6/6/02,11401.092,Manaus,AM,25.43655,21.94238,28.79006
1302603,6/7/02,11401.092,Manaus,AM,24.5371,21.7581,27.65957
1302603,6/8/02,11401.092,Manaus,AM,24.6494,21.8876,29.4001
1302603,6/9/02,11401.092,Manaus,AM,25.56115,21.74813,31.42828
1302603,6/10/02,11401.092,Manaus,AM,26.2693,22.26235,31.64367
1302603,6/11/02,11401.092,Manaus,AM,26.7728,21.62487,32.13174
1302603,6/12/02,11401.092,Manaus,AM,26.97616,23.07534,31.80178
1302603,6/13/02,11401.092,Manaus,AM,25.6469,21.48794,29.4325
1302603,6/14/02,11401.092,Manaus,AM,25.57348,21.7556,30.9564
1302603,6/15/02,11401.092,Manaus,AM,25.50524,22.25488,30.3401
1302603,6/16/02,11401.092,Manaus,AM,25.27444,21.57757,30.10232
1302603,6/17/02,11401.092,Manaus,AM,25.39132,21.4892,30.685
1302603,6/18/02,11401.092,Manaus,AM,25.6242,21.44186,30.58166
1302603,6/19/02,11401.092,Manaus,AM,26.07873,22.1366,31.27886
1302603,6/20/02,11401.092,Manaus,AM,26.70284,22.3657,31.8329
1302603,6/21/02,11401.092,Manaus,AM,26.46115,22.36443,31.15685
1302603,6/22/02,11401.092,Manaus,AM,26.9749,23.5958,32.36456
1302603,6/23/02,11401.092,Manaus,AM,26.40936,22.16897,32.08315
1302603,6/24/02,11401.092,Manaus,AM,25.08865,21.46053,28.75396
1302603,6/25/02,11401.092,Manaus,AM,25.12887,21.43563,29.57815
1302603,6/26/02,11401.092,Manaus,AM,25.2692,21.56512,28.90087
1302603,6/27/02,11401.092,Manaus,AM,25.5656,22.11294,30.6053
1302603,6/28/02,11401.092,Manaus,AM,25.97646,22.03698,30.24175
1302603,6/29/02,11401.092,Manaus,AM,26.4547,22.00585,32.0097
1302603,6/30/02,11401.092,Manaus,AM,27.1908,21.99716,32.56375
1302603,7/1/02,11401.092,Manaus,AM,27.3623,23.01187,32.43676
1302603,7/2/02,11401.092,Manaus,AM,26.95062,22.29223,31.97735
1302603,7/3/02,11401.092,Manaus,AM,26.3637,23.06414,30.19695
1302603,7/4/02,11401.092,Manaus,AM,26.32565,22.3769,31.46438
1302603,7/5/02,11401.092,Manaus,AM,26.3883,22.24865,30.7846
1302603,7/6/02,11401.092,Manaus,AM,26.74755,22.38683,32.09936
1302603,7/7/02,11401.092,Manaus,AM,26.84905,22.55367,32.14916
1302603,7/8/02,11401.092,Manaus,AM,26.82894,21.88384,32.80654
1302603,7/9/02,11401.092,Manaus,AM,26.9732,22.55865,31.67727
1302603,7/10/02,11401.092,Manaus,AM,26.951,22.90975,32.31848
1302603,7/11/02,11401.092,Manaus,AM,26.37475,21.84026,31.1332
1302603,7/12/02,11401.092,Manaus,AM,26.76983,22.26608,32.5077
1302603,7/13/02,11401.092,Manaus,AM,27.08746,22.19137,32.97585
1302603,7/14/02,11401.092,Manaus,AM,26.47656,22.1615,31.3984
1302603,7/15/02,11401.092,Manaus,AM,25.64022,22.26235,29.61178
1302603,7/16/02,11401.092,Manaus,AM,25.8416,21.80294,30.7373
1302603,7/17/02,11401.092,Manaus,AM,26.1792,22.44286,31.10208
1302603,7/18/02,11401.092,Manaus,AM,26.5755,21.82906,32.5986
1302603,7/19/02,11401.092,Manaus,AM,26.03625,21.99716,30.79705
1302603,7/20/02,11401.092,Manaus,AM,25.80325,22.42172,29.57318
1302603,7/21/02,11401.092,Manaus,AM,26.68356,22.225,32.17156
1302603,7/22/02,11401.092,Manaus,AM,25.9885,21.74316,29.76864
1302603,7/23/02,11401.092,Manaus,AM,27.18203,22.65078,32.80032
1302603,7/24/02,11401.092,Manaus,AM,27.28768,22.20632,32.81524
1302603,7/25/02,11401.092,Manaus,AM,27.67855,23.20733,33.59963
1302603,7/26/02,11401.092,Manaus,AM,27.10412,22.35574,33.54235
1302603,7/27/02,11401.092,Manaus,AM,25.79907,22.29846,30.243
1302603,7/28/02,11401.092,Manaus,AM,25.59985,22.042,31.9151
1302603,7/29/02,11401.092,Manaus,AM,26.00073,21.46926,31.00372
1302603,7/30/02,11401.092,Manaus,AM,26.25536,21.20904,32.1666
1302603,7/31/02,11401.092,Manaus,AM,26.1233,22.12167,31.41085
1302603,8/1/02,11401.092,Manaus,AM,25.46612,21.57632,30.15338
1302603,8/2/02,11401.092,Manaus,AM,25.6213,21.58132,31.36978
1302603,8/3/02,11401.092,Manaus,AM,25.53933,21.7419,30.25173
1302603,8/4/02,11401.092,Manaus,AM,25.69882,22.14904,30.5916
1302603,8/5/02,11401.092,Manaus,AM,25.6373,22.02453,31.2913
1302603,8/6/02,11401.092,Manaus,AM,25.67278,21.8378,30.34136
1302603,8/7/02,11401.092,Manaus,AM,25.94116,22.08306,31.1444
1302603,8/8/02,11401.092,Manaus,AM,26.48376,22.5101,31.76818
1302603,8/9/02,11401.092,Manaus,AM,26.5778,22.28726,32.07693
1302603,8/10/02,11401.092,Manaus,AM,25.95242,21.73943,30.6016
1302603,8/11/02,11401.092,Manaus,AM,26.1742,22.1229,31.0859
1302603,8/12/02,11401.092,Manaus,AM,25.87432,22.01086,30.3837
1302603,8/13/02,11401.092,Manaus,AM,25.926,21.87637,30.99502
1302603,8/14/02,11401.092,Manaus,AM,26.78695,22.49764,32.2052
1302603,8/15/02,11401.092,Manaus,AM,27.0859,22.02703,32.98208
1302603,8/16/02,11401.092,Manaus,AM,27.03542,22.6894,33.76397
1302603,8/17/02,11401.092,Manaus,AM,27.663,21.66723,33.12652
1302603,8/18/02,11401.092,Manaus,AM,27.25204,22.66946,32.42928
1302603,8/19/02,11401.092,Manaus,AM,26.20056,22.39184,31.8603
1302603,8/20/02,11401.092,Manaus,AM,27.06124,21.8627,32.9634
1302603,8/21/02,11401.092,Manaus,AM,27.5132,22.95333,33.43652
1302603,8/22/02,11401.092,Manaus,AM,26.58837,23.59203,30.32144
1302603,8/23/02,11401.092,Manaus,AM,27.16534,22.45907,33.66686
1302603,8/24/02,11401.092,Manaus,AM,27.3714,23.5746,32.34588
1302603,8/25/02,11401.092,Manaus,AM,27.11678,23.47625,32.00225
1302603,8/26/02,11401.092,Manaus,AM,27.12786,22.2362,32.6235
1302603,8/27/02,11401.092,Manaus,AM,27.42495,22.84005,33.04183
1302603,8/28/02,11401.092,Manaus,AM,27.66598,22.91973,32.814
1302603,8/29/02,11401.092,Manaus,AM,28.50237,23.09527,34.13497
1302603,8/30/02,11401.092,Manaus,AM,28.94607,23.28576,34.34042
1302603,8/31/02,11401.092,Manaus,AM,27.69134,23.71032,33.25723
1302603,9/1/02,11401.092,Manaus,AM,26.4252,23.20608,31.84786
1302603,9/2/02,11401.092,Manaus,AM,26.23583,21.75436,31.66857
1302603,9/3/02,11401.092,Manaus,AM,26.37783,22.65328,30.85308
1302603,9/4/02,11401.092,Manaus,AM,26.79934,22.48895,31.76943
1302603,9/5/02,11401.092,Manaus,AM,26.6738,22.7056,32.2064
1302603,9/6/02,11401.092,Manaus,AM,26.34268,22.44286,31.3237
1302603,9/7/02,11401.092,Manaus,AM,27.4291,23.11645,32.64095
1302603,9/8/02,11401.092,Manaus,AM,28.08126,23.14135,33.89346
1302603,9/9/02,11401.092,Manaus,AM,28.48382,23.19238,34.1686
1302603,9/10/02,11401.092,Manaus,AM,27.48065,23.19363,31.71462
1302603,9/11/02,11401.092,Manaus,AM,26.81042,22.40054,32.2911
1302603,9/12/02,11401.092,Manaus,AM,26.96462,22.28225,32.45168
1302603,9/13/02,11401.092,Manaus,AM,28.15112,22.88363,34.262
1302603,9/14/02,11401.092,Manaus,AM,28.4343,23.12142,34.04907
1302603,9/15/02,11401.092,Manaus,AM,28.66424,23.78503,34.29434
1302603,9/16/02,11401.092,Manaus,AM,27.6326,23.89333,33.31326
1302603,9/17/02,11401.092,Manaus,AM,28.58608,24.26437,34.37402
1302603,9/18/02,11401.092,Manaus,AM,29.3257,23.14633,35.87554
1302603,9/19/02,11401.092,Manaus,AM,29.15804,23.72027,34.97415
1302603,9/20/02,11401.092,Manaus,AM,29.18725,23.34426,36.26025
1302603,9/21/02,11401.092,Manaus,AM,29.97726,24.2382,36.69976
1302603,9/22/02,11401.092,Manaus,AM,29.55593,24.07012,35.10238
1302603,9/23/02,11401.092,Manaus,AM,27.27563,23.84478,30.82568
1302603,9/24/02,11401.092,Manaus,AM,27.54122,23.5111,33.65316
1302603,9/25/02,11401.092,Manaus,AM,27.5207,23.4501,33.82498
1302603,9/26/02,11401.092,Manaus,AM,27.7133,23.4887,33.98806
1302603,9/27/02,11401.092,Manaus,AM,28.57897,23.6792,35.42858
1302603,9/28/02,11401.092,Manaus,AM,28.89922,24.39883,35.1833
1302603,9/29/02,11401.092,Manaus,AM,27.57864,24.293,32.69448
1302603,9/30/02,11401.092,Manaus,AM,26.81194,23.03677,32.57247
1302603,10/1/02,11401.092,Manaus,AM,27.87985,23.2733,34.69775
1302603,10/2/02,11401.092,Manaus,AM,27.7594,22.94213,34.32797
1302603,10/3/02,11401.092,Manaus,AM,28.54278,23.6219,34.58444
1302603,10/4/02,11401.092,Manaus,AM,29.4174,23.9008,36.73336
1302603,10/5/02,11401.092,Manaus,AM,29.77804,23.5858,36.7147
1302603,10/6/02,11401.092,Manaus,AM,29.48626,24.53454,36.20797
1302603,10/7/02,11401.092,Manaus,AM,29.94818,24.37267,36.61385
1302603,10/8/02,11401.092,Manaus,AM,30.41473,24.91302,37.76302
1302603,10/9/02,11401.092,Manaus,AM,30.15447,24.5694,36.0922
1302603,10/10/02,11401.092,Manaus,AM,30.0935,24.9591,37.20522
1302603,10/11/02,11401.092,Manaus,AM,30.58242,25.02755,38.21
1302603,10/12/02,11401.092,Manaus,AM,30.7141,23.9058,38.5113
1302603,10/13/02,11401.092,Manaus,AM,29.34878,25.70114,35.7448
1302603,10/14/02,11401.092,Manaus,AM,24.89825,21.66223,28.08038
1302603,10/15/02,11401.092,Manaus,AM,26.7689,23.18368,33.23358
1302603,10/16/02,11401.092,Manaus,AM,26.94015,23.34304,32.59985
1302603,10/17/02,11401.092,Manaus,AM,27.0326,23.668,33.1514
1302603,10/18/02,11401.092,Manaus,AM,27.32046,23.77133,33.47387
1302603,10/19/02,11401.092,Manaus,AM,26.73272,23.27206,32.20144
1302603,10/20/02,11401.092,Manaus,AM,25.07736,22.13534,28.87222
1302603,10/21/02,11401.092,Manaus,AM,25.37393,21.346,31.75573
1302603,10/22/02,11401.092,Manaus,AM,26.39456,22.02578,32.34338
1302603,10/23/02,11401.092,Manaus,AM,26.40734,22.6869,33.25848
1302603,10/24/02,11401.092,Manaus,AM,25.7174,22.44286,30.74102
1302603,10/25/02,11401.092,Manaus,AM,26.9486,21.86642,33.2622
1302603,10/26/02,11401.092,Manaus,AM,28.1429,23.3094,33.35934
1302603,10/27/02,11401.092,Manaus,AM,27.686,23.50115,33.51495
1302603,10/28/02,11401.092,Manaus,AM,27.24438,23.6244,32.30853
1302603,10/29/02,11401.092,Manaus,AM,26.53723,23.34426,33.18005
1302603,10/30/02,11401.092,Manaus,AM,26.8768,23.09777,32.73058
1302603,10/31/02,11401.092,Manaus,AM,25.6135,22.7616,29.3752
1302603,11/1/02,11401.092,Manaus,AM,26.07858,22.04943,32.66833
1302603,11/2/02,11401.092,Manaus,AM,26.45733,23.35424,30.75598
1302603,11/3/02,11401.092,Manaus,AM,25.6683,22.5238,29.81097
1302603,11/4/02,11401.092,Manaus,AM,26.89413,22.49142,33.29708
1302603,11/5/02,11401.092,Manaus,AM,27.0308,23.15005,32.12924
1302603,11/6/02,11401.092,Manaus,AM,26.09133,22.98074,31.37475
1302603,11/7/02,11401.092,Manaus,AM,25.90823,23.2123,31.2913
1302603,11/8/02,11401.092,Manaus,AM,25.60204,22.16024,30.4335
1302603,11/9/02,11401.092,Manaus,AM,25.39706,22.56863,29.13244
1302603,11/10/02,11401.092,Manaus,AM,26.32107,22.0183,32.76296
1302603,11/11/02,11401.092,Manaus,AM,26.7206,22.98446,32.86755
1302603,11/12/02,11401.092,Manaus,AM,27.0168,22.54498,32.78286
1302603,11/13/02,11401.092,Manaus,AM,27.07684,23.06912,32.4679
1302603,11/14/02,11401.092,Manaus,AM,26.35897,23.0156,30.95767
1302603,11/15/02,11401.092,Manaus,AM,26.2248,21.90005,31.83166
1302603,11/16/02,11401.092,Manaus,AM,26.96313,22.4242,32.76544
1302603,11/17/02,11401.092,Manaus,AM,27.4591,22.58233,34.12252
1302603,11/18/02,11401.092,Manaus,AM,26.25735,22.91598,30.934
1302603,11/19/02,11401.092,Manaus,AM,26.87167,22.52007,32.46914
1302603,11/20/02,11401.092,Manaus,AM,27.7628,22.4267,34.15988
1302603,11/21/02,11401.092,Manaus,AM,28.8877,23.5497,34.1798
1302603,11/22/02,11401.092,Manaus,AM,28.8531,23.6294,33.68304
1302603,11/23/02,11401.092,Manaus,AM,27.76684,23.7153,33.7702
1302603,11/24/02,11401.092,Manaus,AM,27.00717,22.74914,32.4579
1302603,11/25/02,11401.092,Manaus,AM,26.9694,22.73422,32.14666
1302603,11/26/02,11401.092,Manaus,AM,27.51522,22.92718,33.2871
1302603,11/27/02,11401.092,Manaus,AM,28.01968,23.68667,34.22338
1302603,11/28/02,11401.092,Manaus,AM,28.70852,23.19363,34.24578
1302603,11/29/02,11401.092,Manaus,AM,28.74008,23.70284,34.81976
1302603,11/30/02,11401.092,Manaus,AM,28.3588,23.48373,34.02416
1302603,12/1/02,11401.092,Manaus,AM,28.06924,22.9571,31.30502
1302603,12/2/02,11401.092,Manaus,AM,28.14684,23.7128,33.6818
1302603,12/3/02,11401.092,Manaus,AM,26.26547,23.7016,29.55325
1302603,12/4/02,11401.092,Manaus,AM,26.16143,22.94088,29.52587
1302603,12/5/02,11401.092,Manaus,AM,26.60418,23.0181,31.11453
1302603,12/6/02,11401.092,Manaus,AM,26.9967,23.18615,32.4218
1302603,12/7/02,11401.092,Manaus,AM,26.78024,23.2596,31.84536
1302603,12/8/02,11401.092,Manaus,AM,26.67706,22.95333,31.52166
1302603,12/9/02,11401.092,Manaus,AM,26.34207,23.1289,31.8292
1302603,12/10/02,11401.092,Manaus,AM,25.4905,23.2509,28.8025
1302603,12/11/02,11401.092,Manaus,AM,26.0688,22.7753,31.8491
1302603,12/12/02,11401.092,Manaus,AM,26.42764,22.90975,31.0971
1302603,12/13/02,11401.092,Manaus,AM,26.12243,23.13137,29.91058
1302603,12/14/02,11401.092,Manaus,AM,26.59988,22.7031,31.75945
1302603,12/15/02,11401.092,Manaus,AM,26.63064,22.64456,31.4569
1302603,12/16/02,11401.092,Manaus,AM,25.9293,22.76037,29.46362
1302603,12/17/02,11401.092,Manaus,AM,26.40984,22.63088,31.89767
1302603,12/18/02,11401.092,Manaus,AM,24.54568,22.5512,26.86773
1302603,12/19/02,11401.092,Manaus,AM,24.73437,21.94113,29.6267
1302603,12/20/02,11401.092,Manaus,AM,26.01724,22.2088,32.19647
1302603,12/21/02,11401.092,Manaus,AM,26.12502,22.66573,29.24325
1302603,12/22/02,11401.092,Manaus,AM,25.97,22.7255,29.57568
1302603,12/23/02,11401.092,Manaus,AM,26.71768,22.7529,32.87875
1302603,12/24/02,11401.092,Manaus,AM,27.00756,23.57958,31.85034
1302603,12/25/02,11401.092,Manaus,AM,27.33868,23.00314,32.37948
1302603,12/26/02,11401.092,Manaus,AM,27.21722,23.0542,32.1703
1302603,12/27/02,11401.092,Manaus,AM,27.0085,23.1015,31.86654
1302603,12/28/02,11401.092,Manaus,AM,26.12335,23.05667,30.37374
1302603,12/29/02,11401.092,Manaus,AM,27.45013,22.37814,32.91982
1302603,12/30/02,11401.092,Manaus,AM,27.47726,23.99542,33.58343
1302603,12/31/02,11401.092,Manaus,AM,26.03317,23.09527,30.807
