time,AREA_KM2,NM_MUN,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
11/13/03,1200.329,Rio de Janeiro,3304557,RJ,29.23882,25.42062,32.02447
11/14/03,1200.329,Rio de Janeiro,3304557,RJ,22.6412,21.2294,23.82803
11/15/03,1200.329,Rio de Janeiro,3304557,RJ,23.24886,21.6394,25.83062
11/16/03,1200.329,Rio de Janeiro,3304557,RJ,25.19027,21.0232,30.15933
11/17/03,1200.329,Rio de Janeiro,3304557,RJ,26.78167,24.981,29.01464
11/18/03,1200.329,Rio de Janeiro,3304557,RJ,27.84414,25.34478,31.94625
11/19/03,1200.329,Rio de Janeiro,3304557,RJ,27.1707,24.0425,30.52313
11/20/03,1200.329,Rio de Janeiro,3304557,RJ,24.89065,23.18102,26.50607
11/21/03,1200.329,Rio de Janeiro,3304557,RJ,22.91247,22.0162,23.6645
11/22/03,1200.329,Rio de Janeiro,3304557,RJ,22.71902,21.07772,24.42288
11/23/03,1200.329,Rio de Janeiro,3304557,RJ,24.04144,20.5421,28.04534
11/24/03,1200.329,Rio de Janeiro,3304557,RJ,25.63787,22.62527,29.6237
11/25/03,1200.329,Rio de Janeiro,3304557,RJ,26.98156,23.5697,31.0682
11/26/03,1200.329,Rio de Janeiro,3304557,RJ,27.04812,24.1515,30.74706
11/27/03,1200.329,Rio de Janeiro,3304557,RJ,26.91277,23.9086,31.59432
11/28/03,1200.329,Rio de Janeiro,3304557,RJ,25.04766,23.45004,26.55938
11/29/03,1200.329,Rio de Janeiro,3304557,RJ,23.0333,22.29705,23.5934
11/30/03,1200.329,Rio de Janeiro,3304557,RJ,23.47402,22.09323,25.22512
12/1/03,1200.329,Rio de Janeiro,3304557,RJ,24.88488,23.31255,27.21584
12/2/03,1200.329,Rio de Janeiro,3304557,RJ,26.0367,24.04724,28.5288
12/3/03,1200.329,Rio de Janeiro,3304557,RJ,26.40756,23.37182,30.11666
12/4/03,1200.329,Rio de Janeiro,3304557,RJ,26.02416,24.37905,28.04415
12/5/03,1200.329,Rio de Janeiro,3304557,RJ,27.5611,24.5236,31.89532
12/6/03,1200.329,Rio de Janeiro,3304557,RJ,25.79342,23.8055,27.39834
12/7/03,1200.329,Rio de Janeiro,3304557,RJ,23.73882,22.84332,24.30438
12/8/03,1200.329,Rio de Janeiro,3304557,RJ,24.52975,22.55892,27.53344
12/9/03,1200.329,Rio de Janeiro,3304557,RJ,27.15536,24.53427,29.72326
12/10/03,1200.329,Rio de Janeiro,3304557,RJ,24.9336,23.60287,26.48474
12/11/03,1200.329,Rio de Janeiro,3304557,RJ,26.3051,22.36578,31.83013
12/12/03,1200.329,Rio de Janeiro,3304557,RJ,27.49224,24.92294,30.98644
12/13/03,1200.329,Rio de Janeiro,3304557,RJ,24.9617,24.05673,26.6921
12/14/03,1200.329,Rio de Janeiro,3304557,RJ,26.15716,23.52822,29.62252
12/15/03,1200.329,Rio de Janeiro,3304557,RJ,27.8825,24.13967,32.6288
12/16/03,1200.329,Rio de Janeiro,3304557,RJ,29.34222,24.7274,34.55795
12/17/03,1200.329,Rio de Janeiro,3304557,RJ,24.358,22.70822,27.7325
12/18/03,1200.329,Rio de Janeiro,3304557,RJ,22.82604,22.11337,23.6171
12/19/03,1200.329,Rio de Janeiro,3304557,RJ,23.2183,21.70928,25.22985
12/20/03,1200.329,Rio de Janeiro,3304557,RJ,24.61654,21.68203,27.98846
12/21/03,1200.329,Rio de Janeiro,3304557,RJ,25.6875,23.0033,29.36065
12/22/03,1200.329,Rio de Janeiro,3304557,RJ,26.7669,24.0437,31.22698
12/23/03,1200.329,Rio de Janeiro,3304557,RJ,25.2164,23.52587,28.06548
12/24/03,1200.329,Rio de Janeiro,3304557,RJ,23.42248,22.2461,24.37194
12/25/03,1200.329,Rio de Janeiro,3304557,RJ,22.8731,21.8503,23.77706
12/26/03,1200.329,Rio de Janeiro,3304557,RJ,23.8789,21.9688,26.66247
12/27/03,1200.329,Rio de Janeiro,3304557,RJ,24.85983,21.8977,28.3629
12/28/03,1200.329,Rio de Janeiro,3304557,RJ,25.2716,22.12048,29.35235
12/29/03,1200.329,Rio de Janeiro,3304557,RJ,25.73388,22.73666,30.5243
12/30/03,1200.329,Rio de Janeiro,3304557,RJ,25.8673,23.29952,29.33102
12/31/03,1200.329,Rio de Janeiro,3304557,RJ,27.23156,24.06503,32.73547
