AREA_KM2,time,SIGLA,NM_MUN,CD_MUN,t2m,t2m_min,t2m_max
1200.329,2/19/04,RJ,Rio de Janeiro,3304557,25.91314,23.92425,29.14813
1200.329,2/20/04,RJ,Rio de Janeiro,3304557,24.69634,23.26583,27.0121
1200.329,2/21/04,RJ,Rio de Janeiro,3304557,24.54165,22.98885,26.5626
1200.329,2/22/04,RJ,Rio de Janeiro,3304557,25.59368,23.60034,28.55425
1200.329,2/23/04,RJ,Rio de Janeiro,3304557,24.36144,23.1649,25.2704
1200.329,2/24/04,RJ,Rio de Janeiro,3304557,22.392,21.37158,23.17312
1200.329,2/25/04,RJ,Rio de Janeiro,3304557,23.1939,21.70138,25.63424
1200.329,2/26/04,RJ,Rio de Janeiro,3304557,22.97326,21.7941,24.28222
1200.329,2/27/04,RJ,Rio de Janeiro,3304557,24.24594,22.17318,26.96868
1200.329,2/28/04,RJ,Rio de Janeiro,3304557,24.03384,22.04525,26.3478
1200.329,2/29/04,RJ,Rio de Janeiro,3304557,24.18185,21.7894,27.34188
1200.329,3/1/04,RJ,Rio de Janeiro,3304557,24.99722,21.74832,28.40286
1200.329,3/2/04,RJ,Rio de Janeiro,3304557,25.9325,22.23422,30.46612
1200.329,3/3/04,RJ,Rio de Janeiro,3304557,27.02258,23.30575,31.6374
1200.329,3/4/04,RJ,Rio de Janeiro,3304557,25.52392,24.06393,27.24566
1200.329,3/5/04,RJ,Rio de Janeiro,3304557,24.36486,23.56747,25.41125
1200.329,3/6/04,RJ,Rio de Janeiro,3304557,25.2201,22.81515,28.51553
1200.329,3/7/04,RJ,Rio de Janeiro,3304557,25.8611,23.23885,29.04836
1200.329,3/8/04,RJ,Rio de Janeiro,3304557,26.33822,22.86447,30.38513
1200.329,3/9/04,RJ,Rio de Janeiro,3304557,27.04058,23.4466,31.45315
1200.329,3/10/04,RJ,Rio de Janeiro,3304557,26.80953,24.0815,31.067
1200.329,3/11/04,RJ,Rio de Janeiro,3304557,25.285,23.89843,27.25973
1200.329,3/12/04,RJ,Rio de Janeiro,3304557,24.4178,22.3422,26.94753
1200.329,3/13/04,RJ,Rio de Janeiro,3304557,24.7217,21.67205,27.3771
1200.329,3/14/04,RJ,Rio de Janeiro,3304557,24.8202,21.13568,28.3782
1200.329,3/15/04,RJ,Rio de Janeiro,3304557,25.01983,23.6191,27.24917
1200.329,3/16/04,RJ,Rio de Janeiro,3304557,24.7822,22.16732,28.0144
1200.329,3/17/04,RJ,Rio de Janeiro,3304557,24.645,22.51235,27.11654
1200.329,3/18/04,RJ,Rio de Janeiro,3304557,24.20147,22.07812,26.63302
1200.329,3/19/04,RJ,Rio de Janeiro,3304557,25.24383,22.5816,28.2855
1200.329,3/20/04,RJ,Rio de Janeiro,3304557,25.20852,22.6532,28.566
1200.329,3/21/04,RJ,Rio de Janeiro,3304557,23.45306,21.99246,25.44647
1200.329,3/22/04,RJ,Rio de Janeiro,3304557,23.11907,20.59698,25.60726
1200.329,3/23/04,RJ,Rio de Janeiro,3304557,22.44412,20.1463,24.7059
1200.329,3/24/04,RJ,Rio de Janeiro,3304557,22.4903,20.631,24.66717
1200.329,3/25/04,RJ,Rio de Janeiro,3304557,22.7888,19.62872,26.27975
1200.329,3/26/04,RJ,Rio de Janeiro,3304557,23.97595,20.98547,28.0672
1200.329,3/27/04,RJ,Rio de Janeiro,3304557,24.4914,21.3305,28.25616
1200.329,3/28/04,RJ,Rio de Janeiro,3304557,24.94723,21.64388,29.25375
1200.329,3/29/04,RJ,Rio de Janeiro,3304557,24.87707,21.192,29.07418
1200.329,3/30/04,RJ,Rio de Janeiro,3304557,24.099,22.01003,27.58834
1200.329,3/31/04,RJ,Rio de Janeiro,3304557,24.08123,21.9807,27.41702
1200.329,4/1/04,RJ,Rio de Janeiro,3304557,24.3338,21.58755,27.44283
1200.329,4/2/04,RJ,Rio de Janeiro,3304557,25.2387,22.08868,28.51083
1200.329,4/3/04,RJ,Rio de Janeiro,3304557,25.69332,22.43374,29.69152
1200.329,4/4/04,RJ,Rio de Janeiro,3304557,25.828,23.713,28.44512
1200.329,4/5/04,RJ,Rio de Janeiro,3304557,25.38323,23.5264,28.66342
1200.329,4/6/04,RJ,Rio de Janeiro,3304557,24.95922,22.54052,28.11767
1200.329,4/7/04,RJ,Rio de Janeiro,3304557,25.7166,22.64147,30.1152
1200.329,4/8/04,RJ,Rio de Janeiro,3304557,26.0472,23.80688,29.43447
1200.329,4/9/04,RJ,Rio de Janeiro,3304557,25.44158,23.59445,27.9064
1200.329,4/10/04,RJ,Rio de Janeiro,3304557,24.08682,22.59216,25.68002
1200.329,4/11/04,RJ,Rio de Janeiro,3304557,24.3911,22.30697,27.0121
1200.329,4/12/04,RJ,Rio de Janeiro,3304557,24.91564,22.93957,27.309
1200.329,4/13/04,RJ,Rio de Janeiro,3304557,24.95916,23.04638,27.27618
1200.329,4/14/04,RJ,Rio de Janeiro,3304557,25.41924,23.4947,27.70455
1200.329,4/15/04,RJ,Rio de Janeiro,3304557,25.70886,24.0604,28.3289
1200.329,4/16/04,RJ,Rio de Janeiro,3304557,26.44378,23.80688,29.70794
1200.329,4/17/04,RJ,Rio de Janeiro,3304557,26.8889,24.04632,30.7396
1200.329,4/18/04,RJ,Rio de Janeiro,3304557,26.25607,23.71182,30.08587
1200.329,4/19/04,RJ,Rio de Janeiro,3304557,27.20098,24.04867,31.86276
1200.329,4/20/04,RJ,Rio de Janeiro,3304557,25.63308,24.19302,28.12823
1200.329,4/21/04,RJ,Rio de Janeiro,3304557,24.63937,23.94772,26.207
1200.329,4/22/04,RJ,Rio de Janeiro,3304557,25.32128,22.89614,28.39816
1200.329,4/23/04,RJ,Rio de Janeiro,3304557,25.84396,22.3504,30.87103
1200.329,4/24/04,RJ,Rio de Janeiro,3304557,25.45867,23.4419,28.6411
1200.329,4/25/04,RJ,Rio de Janeiro,3304557,22.89727,20.99133,24.55215
1200.329,4/26/04,RJ,Rio de Janeiro,3304557,21.641,20.51953,23.03347
1200.329,4/27/04,RJ,Rio de Janeiro,3304557,22.01663,20.9303,23.2999
1200.329,4/28/04,RJ,Rio de Janeiro,3304557,22.35522,19.9292,25.37722
1200.329,4/29/04,RJ,Rio de Janeiro,3304557,21.82675,18.7931,24.93124
1200.329,4/30/04,RJ,Rio de Janeiro,3304557,22.13522,18.67574,26.4687
1200.329,5/1/04,RJ,Rio de Janeiro,3304557,22.98467,19.34707,27.92166
1200.329,5/2/04,RJ,Rio de Janeiro,3304557,23.03307,19.86816,27.08135
1200.329,5/3/04,RJ,Rio de Janeiro,3304557,24.38262,20.72375,28.29138
1200.329,5/4/04,RJ,Rio de Janeiro,3304557,24.46462,21.37982,28.35473
1200.329,5/5/04,RJ,Rio de Janeiro,3304557,24.40957,22.51824,26.78323
1200.329,5/6/04,RJ,Rio de Janeiro,3304557,23.9468,22.85742,25.34905
1200.329,5/7/04,RJ,Rio de Janeiro,3304557,24.42587,22.91845,27.0825
1200.329,5/8/04,RJ,Rio de Janeiro,3304557,23.96404,22.41613,26.27975
1200.329,5/9/04,RJ,Rio de Janeiro,3304557,23.24627,21.40328,25.00048
1200.329,5/10/04,RJ,Rio de Janeiro,3304557,21.80807,20.00314,23.7705
1200.329,5/11/04,RJ,Rio de Janeiro,3304557,21.64163,19.9022,23.50057
1200.329,5/12/04,RJ,Rio de Janeiro,3304557,22.27685,19.39636,26.06262
1200.329,5/13/04,RJ,Rio de Janeiro,3304557,22.55386,19.62405,25.8056
1200.329,5/14/04,RJ,Rio de Janeiro,3304557,23.6215,21.25305,27.10952
1200.329,5/15/04,RJ,Rio de Janeiro,3304557,23.19283,21.51476,25.21407
1200.329,5/16/04,RJ,Rio de Janeiro,3304557,21.25683,19.77545,22.36096
1200.329,5/17/04,RJ,Rio de Janeiro,3304557,20.28607,17.4751,23.25646
1200.329,5/18/04,RJ,Rio de Janeiro,3304557,21.17886,19.02783,23.7834
1200.329,5/19/04,RJ,Rio de Janeiro,3304557,21.51205,19.91158,23.2353
1200.329,5/20/04,RJ,Rio de Janeiro,3304557,20.86987,19.70266,21.63564
1200.329,5/21/04,RJ,Rio de Janeiro,3304557,20.05065,19.08767,21.4209
1200.329,5/22/04,RJ,Rio de Janeiro,3304557,20.74972,19.2109,22.51354
1200.329,5/23/04,RJ,Rio de Janeiro,3304557,21.68813,19.19097,24.88897
1200.329,5/24/04,RJ,Rio de Janeiro,3304557,22.3344,18.86703,26.94872
1200.329,5/25/04,RJ,Rio de Janeiro,3304557,22.76895,20.51833,25.69644
1200.329,5/26/04,RJ,Rio de Janeiro,3304557,22.88708,20.66622,24.13198
1200.329,5/27/04,RJ,Rio de Janeiro,3304557,20.1508,18.57833,22.3504
1200.329,5/28/04,RJ,Rio de Janeiro,3304557,19.627,18.01147,21.77413
1200.329,5/29/04,RJ,Rio de Janeiro,3304557,20.07235,18.52435,21.76827
1200.329,5/30/04,RJ,Rio de Janeiro,3304557,21.00707,18.14877,25.50396
1200.329,5/31/04,RJ,Rio de Janeiro,3304557,20.89117,19.49728,22.50414
1200.329,6/1/04,RJ,Rio de Janeiro,3304557,21.50308,19.6158,23.90664
1200.329,6/2/04,RJ,Rio de Janeiro,3304557,21.45532,19.46676,23.32922
1200.329,6/3/04,RJ,Rio de Janeiro,3304557,20.86578,19.85055,21.87625
1200.329,6/4/04,RJ,Rio de Janeiro,3304557,19.49725,17.89996,20.90566
1200.329,6/5/04,RJ,Rio de Janeiro,3304557,18.80126,17.0174,20.67208
1200.329,6/6/04,RJ,Rio de Janeiro,3304557,19.7486,17.5725,22.0922
1200.329,6/7/04,RJ,Rio de Janeiro,3304557,19.1372,16.01275,22.1321
1200.329,6/8/04,RJ,Rio de Janeiro,3304557,20.17803,17.45748,24.07095
1200.329,6/9/04,RJ,Rio de Janeiro,3304557,20.57403,17.24743,26.08373
1200.329,6/10/04,RJ,Rio de Janeiro,3304557,22.87866,19.88812,27.61416
1200.329,6/11/04,RJ,Rio de Janeiro,3304557,23.5916,19.72967,28.50848
1200.329,6/12/04,RJ,Rio de Janeiro,3304557,22.69085,20.75894,27.7738
1200.329,6/13/04,RJ,Rio de Janeiro,3304557,18.64465,17.67346,20.58172
1200.329,6/14/04,RJ,Rio de Janeiro,3304557,18.74157,17.1148,20.50662
1200.329,6/15/04,RJ,Rio de Janeiro,3304557,19.55267,16.93994,22.87853
1200.329,6/16/04,RJ,Rio de Janeiro,3304557,20.5465,17.81545,24.15194
1200.329,6/17/04,RJ,Rio de Janeiro,3304557,21.01098,17.46807,26.16122
1200.329,6/18/04,RJ,Rio de Janeiro,3304557,21.5005,18.02673,26.47222
1200.329,6/19/04,RJ,Rio de Janeiro,3304557,20.8313,18.5431,23.6367
1200.329,6/20/04,RJ,Rio de Janeiro,3304557,20.48998,18.08306,24.23525
1200.329,6/21/04,RJ,Rio de Janeiro,3304557,20.72308,16.9587,25.79504
1200.329,6/22/04,RJ,Rio de Janeiro,3304557,21.95507,17.81075,26.87362
1200.329,6/23/04,RJ,Rio de Janeiro,3304557,21.04943,17.49624,25.1237
1200.329,6/24/04,RJ,Rio de Janeiro,3304557,21.6215,18.4457,26.02508
1200.329,6/25/04,RJ,Rio de Janeiro,3304557,22.2317,19.2825,26.70696
1200.329,6/26/04,RJ,Rio de Janeiro,3304557,22.24764,18.95388,27.0391
1200.329,6/27/04,RJ,Rio de Janeiro,3304557,22.58795,19.1499,27.8536
1200.329,6/28/04,RJ,Rio de Janeiro,3304557,22.8617,20.1017,27.06255
1200.329,6/29/04,RJ,Rio de Janeiro,3304557,22.02245,19.6346,25.0979
1200.329,6/30/04,RJ,Rio de Janeiro,3304557,22.38366,19.65457,25.9605
1200.329,7/1/04,RJ,Rio de Janeiro,3304557,22.65005,19.40927,27.1447
1200.329,7/2/04,RJ,Rio de Janeiro,3304557,23.10644,20.22378,27.80782
1200.329,7/3/04,RJ,Rio de Janeiro,3304557,23.35513,19.68505,28.44628
1200.329,7/4/04,RJ,Rio de Janeiro,3304557,22.877,19.59588,27.77026
1200.329,7/5/04,RJ,Rio de Janeiro,3304557,22.0259,20.29067,24.77044
1200.329,7/6/04,RJ,Rio de Janeiro,3304557,21.18755,20.32705,22.08047
1200.329,7/7/04,RJ,Rio de Janeiro,3304557,22.06365,18.17343,27.4346
1200.329,7/8/04,RJ,Rio de Janeiro,3304557,23.7832,20.75894,28.0895
1200.329,7/9/04,RJ,Rio de Janeiro,3304557,22.2108,20.8505,23.20834
1200.329,7/10/04,RJ,Rio de Janeiro,3304557,22.01635,19.6217,25.81967
1200.329,7/11/04,RJ,Rio de Janeiro,3304557,19.4516,17.82366,20.83407
1200.329,7/12/04,RJ,Rio de Janeiro,3304557,18.8832,17.7603,20.73196
1200.329,7/13/04,RJ,Rio de Janeiro,3304557,20.57028,17.52908,24.77044
1200.329,7/14/04,RJ,Rio de Janeiro,3304557,22.18823,18.03375,27.97683
1200.329,7/15/04,RJ,Rio de Janeiro,3304557,23.66314,20.50543,28.09655
1200.329,7/16/04,RJ,Rio de Janeiro,3304557,22.75,20.35992,26.63772
1200.329,7/17/04,RJ,Rio de Janeiro,3304557,20.51086,19.58062,21.42675
1200.329,7/18/04,RJ,Rio de Janeiro,3304557,19.0421,18.57128,19.69796
1200.329,7/19/04,RJ,Rio de Janeiro,3304557,17.9994,17.4974,18.63937
1200.329,7/20/04,RJ,Rio de Janeiro,3304557,17.4588,16.90588,18.09243
1200.329,7/21/04,RJ,Rio de Janeiro,3304557,17.83477,16.2428,19.87872
1200.329,7/22/04,RJ,Rio de Janeiro,3304557,17.29455,15.3907,19.54775
1200.329,7/23/04,RJ,Rio de Janeiro,3304557,18.10815,16.20873,20.79064
1200.329,7/24/04,RJ,Rio de Janeiro,3304557,17.57556,14.83206,20.34112
1200.329,7/25/04,RJ,Rio de Janeiro,3304557,18.54583,15.73928,21.0277
1200.329,7/26/04,RJ,Rio de Janeiro,3304557,18.53066,15.3426,21.91262
1200.329,7/27/04,RJ,Rio de Janeiro,3304557,19.3999,16.4728,22.42434
1200.329,7/28/04,RJ,Rio de Janeiro,3304557,19.51602,16.4822,22.40673
1200.329,7/29/04,RJ,Rio de Janeiro,3304557,19.3252,15.69,22.60156
1200.329,7/30/04,RJ,Rio de Janeiro,3304557,19.1086,15.1959,23.43484
1200.329,7/31/04,RJ,Rio de Janeiro,3304557,20.18368,16.339,25.8232
1200.329,8/1/04,RJ,Rio de Janeiro,3304557,20.03192,16.6606,24.159
1200.329,8/2/04,RJ,Rio de Janeiro,3304557,20.6023,18.93276,22.86562
1200.329,8/3/04,RJ,Rio de Janeiro,3304557,21.546,19.77075,24.44418
1200.329,8/4/04,RJ,Rio de Janeiro,3304557,21.36535,18.70156,24.11086
1200.329,8/5/04,RJ,Rio de Janeiro,3304557,20.11044,16.98336,23.90783
1200.329,8/6/04,RJ,Rio de Janeiro,3304557,20.53622,17.30023,24.79275
1200.329,8/7/04,RJ,Rio de Janeiro,3304557,21.018,16.67938,26.1894
1200.329,8/8/04,RJ,Rio de Janeiro,3304557,19.29727,16.66998,21.3974
1200.329,8/9/04,RJ,Rio de Janeiro,3304557,17.88574,15.5609,19.99725
1200.329,8/10/04,RJ,Rio de Janeiro,3304557,18.96023,16.35662,21.0371
1200.329,8/11/04,RJ,Rio de Janeiro,3304557,17.9262,14.37786,22.1415
1200.329,8/12/04,RJ,Rio de Janeiro,3304557,18.89257,17.24508,21.21902
1200.329,8/13/04,RJ,Rio de Janeiro,3304557,18.2572,15.3426,21.32464
1200.329,8/14/04,RJ,Rio de Janeiro,3304557,18.5496,15.35552,22.14266
1200.329,8/15/04,RJ,Rio de Janeiro,3304557,19.0075,16.29324,21.97366
1200.329,8/16/04,RJ,Rio de Janeiro,3304557,19.5847,15.81088,23.20013
1200.329,8/17/04,RJ,Rio de Janeiro,3304557,19.86337,16.27566,24.693
1200.329,8/18/04,RJ,Rio de Janeiro,3304557,20.79885,16.71105,25.85842
1200.329,8/19/04,RJ,Rio de Janeiro,3304557,21.40875,17.2709,26.1131
1200.329,8/20/04,RJ,Rio de Janeiro,3304557,21.60125,18.2063,26.30908
1200.329,8/21/04,RJ,Rio de Janeiro,3304557,23.06213,18.63467,29.26315
1200.329,8/22/04,RJ,Rio de Janeiro,3304557,22.3944,20.28362,25.3373
1200.329,8/23/04,RJ,Rio de Janeiro,3304557,22.48516,20.5559,26.0368
1200.329,8/24/04,RJ,Rio de Janeiro,3304557,21.2556,19.98788,22.1955
1200.329,8/25/04,RJ,Rio de Janeiro,3304557,21.64776,19.72262,25.54504
1200.329,8/26/04,RJ,Rio de Janeiro,3304557,22.0219,19.80596,24.30334
1200.329,8/27/04,RJ,Rio de Janeiro,3304557,22.23528,20.6627,24.93594
1200.329,8/28/04,RJ,Rio de Janeiro,3304557,22.8194,21.15563,27.73388
1200.329,8/29/04,RJ,Rio de Janeiro,3304557,21.5313,19.7813,23.04754
1200.329,8/30/04,RJ,Rio de Janeiro,3304557,21.84817,17.69808,27.0532
1200.329,8/31/04,RJ,Rio de Janeiro,3304557,22.08416,19.8036,24.79156
1200.329,9/1/04,RJ,Rio de Janeiro,3304557,20.93545,17.37066,24.95355
1200.329,9/2/04,RJ,Rio de Janeiro,3304557,22.78973,17.63708,29.49435
1200.329,9/3/04,RJ,Rio de Janeiro,3304557,22.7011,20.2496,26.5673
1200.329,9/4/04,RJ,Rio de Janeiro,3304557,21.54757,20.45968,22.62502
1200.329,9/5/04,RJ,Rio de Janeiro,3304557,21.59564,19.8306,24.8526
1200.329,9/6/04,RJ,Rio de Janeiro,3304557,21.3481,17.96685,25.8631
1200.329,9/7/04,RJ,Rio de Janeiro,3304557,21.85995,17.7415,27.03674
1200.329,9/8/04,RJ,Rio de Janeiro,3304557,22.6976,18.0678,28.15875
1200.329,9/9/04,RJ,Rio de Janeiro,3304557,23.14337,17.8049,28.4181
1200.329,9/10/04,RJ,Rio de Janeiro,3304557,22.20205,20.2449,24.97936
1200.329,9/11/04,RJ,Rio de Janeiro,3304557,21.63464,20.27776,24.3315
1200.329,9/12/04,RJ,Rio de Janeiro,3304557,21.252,19.80477,22.9924
1200.329,9/13/04,RJ,Rio de Janeiro,3304557,22.06353,20.3916,24.76574
1200.329,9/14/04,RJ,Rio de Janeiro,3304557,22.92315,17.81075,28.5308
1200.329,9/15/04,RJ,Rio de Janeiro,3304557,23.01846,20.33996,27.88647
1200.329,9/16/04,RJ,Rio de Janeiro,3304557,21.4826,19.5724,24.16366
1200.329,9/17/04,RJ,Rio de Janeiro,3304557,20.8169,19.97027,21.94784
1200.329,9/18/04,RJ,Rio de Janeiro,3304557,21.7398,20.009,25.06152
1200.329,9/19/04,RJ,Rio de Janeiro,3304557,23.3357,20.60873,27.11184
1200.329,9/20/04,RJ,Rio de Janeiro,3304557,24.02123,19.8623,28.98498
1200.329,9/21/04,RJ,Rio de Janeiro,3304557,24.46005,20.26953,29.13522
1200.329,9/22/04,RJ,Rio de Janeiro,3304557,25.40728,20.55825,30.59286
1200.329,9/23/04,RJ,Rio de Janeiro,3304557,24.73058,22.70837,27.2926
1200.329,9/24/04,RJ,Rio de Janeiro,3304557,24.4466,21.49716,30.3464
1200.329,9/25/04,RJ,Rio de Janeiro,3304557,22.61437,20.61343,25.01104
1200.329,9/26/04,RJ,Rio de Janeiro,3304557,24.48657,20.97607,29.09414
1200.329,9/27/04,RJ,Rio de Janeiro,3304557,24.9475,21.7366,29.9556
1200.329,9/28/04,RJ,Rio de Janeiro,3304557,25.64013,21.13452,31.79702
1200.329,9/29/04,RJ,Rio de Janeiro,3304557,23.8799,21.22723,25.84783
1200.329,9/30/04,RJ,Rio de Janeiro,3304557,20.66094,19.39517,22.56753
1200.329,10/1/04,RJ,Rio de Janeiro,3304557,19.92852,18.82595,21.14272
1200.329,10/2/04,RJ,Rio de Janeiro,3304557,21.9145,19.18392,26.08138
1200.329,10/3/04,RJ,Rio de Janeiro,3304557,20.88064,20.37753,21.81054
1200.329,10/4/04,RJ,Rio de Janeiro,3304557,21.00128,19.4656,23.2189
1200.329,10/5/04,RJ,Rio de Janeiro,3304557,20.9137,18.2133,24.0287
1200.329,10/6/04,RJ,Rio de Janeiro,3304557,19.88342,18.67104,20.86575
1200.329,10/7/04,RJ,Rio de Janeiro,3304557,19.55377,17.30493,22.31518
1200.329,10/8/04,RJ,Rio de Janeiro,3304557,20.45135,17.52792,23.0006
1200.329,10/9/04,RJ,Rio de Janeiro,3304557,21.33517,17.38003,25.58495
1200.329,10/10/04,RJ,Rio de Janeiro,3304557,23.52017,18.8248,30.46728
1200.329,10/11/04,RJ,Rio de Janeiro,3304557,23.02203,21.24014,26.47573
1200.329,10/12/04,RJ,Rio de Janeiro,3304557,22.48416,20.83993,24.36437
1200.329,10/13/04,RJ,Rio de Janeiro,3304557,24.83538,21.3493,29.13992
1200.329,10/14/04,RJ,Rio de Janeiro,3304557,25.5254,22.54052,27.52734
1200.329,10/15/04,RJ,Rio de Janeiro,3304557,22.26364,21.64388,22.65438
1200.329,10/16/04,RJ,Rio de Janeiro,3304557,23.62243,21.5981,26.40182
1200.329,10/17/04,RJ,Rio de Janeiro,3304557,24.70745,22.59216,27.81487
1200.329,10/18/04,RJ,Rio de Janeiro,3304557,23.29086,21.7354,24.99227
1200.329,10/19/04,RJ,Rio de Janeiro,3304557,23.3924,21.22958,26.21636
1200.329,10/20/04,RJ,Rio de Janeiro,3304557,21.13406,20.3294,21.7272
1200.329,10/21/04,RJ,Rio de Janeiro,3304557,20.65392,18.97033,22.5957
1200.329,10/22/04,RJ,Rio de Janeiro,3304557,21.66216,19.86346,23.64846
1200.329,10/23/04,RJ,Rio de Janeiro,3304557,22.1609,17.93868,26.6999
1200.329,10/24/04,RJ,Rio de Janeiro,3304557,23.7405,19.8576,28.50262
1200.329,10/25/04,RJ,Rio de Janeiro,3304557,24.8641,22.20605,29.3629
1200.329,10/26/04,RJ,Rio de Janeiro,3304557,23.05486,21.3575,24.36318
1200.329,10/27/04,RJ,Rio de Janeiro,3304557,22.88635,20.55825,26.87127
1200.329,10/28/04,RJ,Rio de Janeiro,3304557,21.06072,19.70385,22.0382
1200.329,10/29/04,RJ,Rio de Janeiro,3304557,21.14654,18.6464,23.79632
1200.329,10/30/04,RJ,Rio de Janeiro,3304557,23.1043,18.4457,27.9205
1200.329,10/31/04,RJ,Rio de Janeiro,3304557,25.87112,20.67092,32.6925
1200.329,11/1/04,RJ,Rio de Janeiro,3304557,24.41735,22.56048,26.54498
1200.329,11/2/04,RJ,Rio de Janeiro,3304557,23.91558,21.9537,27.36068
1200.329,11/3/04,RJ,Rio de Janeiro,3304557,26.2829,21.8786,30.74545
1200.329,11/4/04,RJ,Rio de Janeiro,3304557,27.2212,24.04162,31.3874
1200.329,11/5/04,RJ,Rio de Janeiro,3304557,27.80505,24.39254,33.14437
1200.329,11/6/04,RJ,Rio de Janeiro,3304557,27.06695,24.1003,30.90505
1200.329,11/7/04,RJ,Rio de Janeiro,3304557,21.61962,19.9468,24.13668
1200.329,11/8/04,RJ,Rio de Janeiro,3304557,20.6507,19.76724,21.77648
1200.329,11/9/04,RJ,Rio de Janeiro,3304557,22.41192,20.2531,24.98522
1200.329,11/10/04,RJ,Rio de Janeiro,3304557,24.44497,20.1111,29.52603
1200.329,11/11/04,RJ,Rio de Janeiro,3304557,27.11193,22.2835,32.66552
